time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452500000	4.40144	18.7073	4.92676	3.81273	0.452224	lidar	1.05734	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.21293	18.5652	4.90772	3.82523	0.432825	radar	1.39296	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.07407	18.4082	4.86085	3.85829	0.446644	lidar	2.23142	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.8951	18.2364	4.88823	3.89839	0.484867	radar	7.09336	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65488	18.0963	4.93203	3.89717	0.455847	lidar	2.57987	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48475	17.9444	4.90192	3.90854	0.43415	radar	3.35716	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26824	17.7784	4.93632	3.9174	0.419043	lidar	1.20588	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09386	17.5955	4.95605	3.94925	0.441959	radar	2.48918	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90903	17.4772	4.9321	3.94813	0.417621	lidar	6.05339	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76933	17.2619	4.94917	3.99899	0.465246	radar	3.35649	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5956	17.0779	4.95816	4.01682	0.459075	lidar	0.106704	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4285	16.9094	4.93231	4.02038	0.425373	radar	1.92914	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26268	16.7369	4.92846	4.03313	0.416214	lidar	0.502666	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.09084	16.5414	4.93279	4.04231	0.39441	radar	5.0746	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93893	16.3125	4.95728	4.07124	0.403687	lidar	2.33228	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77938	16.135	4.9384	4.0746	0.376769	radar	1.1313	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.57932	15.967	4.95785	4.06724	0.347504	lidar	1.88362	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.45561	15.7378	4.97888	4.10891	0.385534	radar	2.00009	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.28692	15.5224	5.0078	4.1208	0.376651	lidar	1.03792	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.13296	15.3289	5.00343	4.12797	0.360832	radar	0.988752	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.930079	15.115	5.05497	4.12438	0.335732	lidar	3.061	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.781762	14.9316	5.02639	4.12389	0.307714	radar	2.3393	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.669227	14.7153	5.01357	4.14946	0.319162	lidar	0.290406	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.560465	14.4759	5.03193	4.18634	0.350814	radar	1.74349	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.389935	14.2569	5.06405	4.18788	0.332524	lidar	1.23967	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.278463	14.0086	5.10254	4.22714	0.372445	radar	3.58743	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.244706	13.7576	5.068	4.28072	0.411703	lidar	3.14469	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.147084	13.5165	5.08806	4.31136	0.430477	radar	1.27165	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0155879	13.2903	5.12103	4.30655	0.40012	lidar	1.86867	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.1322	13.0699	5.10616	4.31216	0.378037	radar	0.869802	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.155782	12.8385	5.05998	4.35847	0.410321	lidar	2.86524	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.275201	12.6118	5.04919	4.35697	0.376404	radar	3.61097	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.393138	12.3765	5.06477	4.36267	0.36102	lidar	0.43525	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.518482	12.166	5.04814	4.35523	0.326451	radar	3.87982	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.601387	11.9431	5.03361	4.3706	0.325842	lidar	0.482916	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.726488	11.7155	5.03666	4.36468	0.29602	radar	2.92802	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.91128	11.4765	5.08693	4.33879	0.24855	lidar	4.46756	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01968	11.2486	5.06539	4.33344	0.216436	radar	3.17194	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.19098	11.023	5.09409	4.31092	0.178462	lidar	2.54538	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.27026	10.7788	5.10738	4.33597	0.205496	radar	1.14154	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.39694	10.5275	5.13672	4.33473	0.192306	lidar	1.17569	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.47933	10.2684	5.16173	4.35761	0.214523	radar	1.57954	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.58432	10.0549	5.14296	4.35769	0.203048	lidar	1.79052	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.67499	9.82354	5.12961	4.36274	0.194013	radar	0.453219	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75599	9.59937	5.11084	4.37233	0.194138	lidar	0.692012	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85971	9.3514	5.13657	4.38017	0.198476	radar	2.66381	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9381	9.06382	5.17701	4.39761	0.206266	lidar	4.41175	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.02769	8.83778	5.1527	4.3957	0.185766	radar	1.68008	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.12391	8.58648	5.16694	4.39899	0.178897	lidar	0.269046	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.2461	8.33672	5.19019	4.39036	0.158079	radar	3.12913	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.3011	8.0983	5.17028	4.40766	0.168781	lidar	0.551083	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37193	7.87991	5.13591	4.41244	0.161685	radar	5.3462	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4821	7.63066	5.15626	4.40702	0.146469	lidar	0.803109	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64229	7.39842	5.16453	4.36816	0.0794834	radar	6.05361	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.74465	7.14332	5.18383	4.36735	0.0740336	lidar	0.489554	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81064	6.9064	5.17238	4.38305	0.093484	radar	1.46761	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.86217	6.68942	5.12966	4.39661	0.103272	lidar	2.40544	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93611	6.46069	5.09799	4.39053	0.0752787	radar	4.36456	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.99296	6.22047	5.08486	4.40294	0.0846525	lidar	0.465043	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10714	5.97652	5.10648	4.39429	0.0721551	radar	3.1966	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18498	5.70651	5.13328	4.4015	0.0759773	lidar	1.58642	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2938	5.4604	5.13962	4.38294	0.0365097	radar	2.37983	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38656	5.20202	5.1602	4.38279	0.0344162	lidar	0.588	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45594	4.95531	5.15903	4.39386	0.0499477	radar	0.186435	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56343	4.68478	5.19948	4.38946	0.0429252	lidar	2.28266	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.6721	4.43418	5.20935	4.37089	0.0043715	radar	2.42761	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.79843	4.17037	5.24959	4.35956	-0.00712784	lidar	2.98367	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.88234	3.92831	5.24469	4.36703	0.00965353	radar	1.04732	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.95763	3.69067	5.22784	4.37089	0.0127336	lidar	0.500419	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06424	3.47812	5.19843	4.35191	-0.021602	radar	4.13487	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15511	3.23288	5.20031	4.3514	-0.0209778	lidar	0.00987304	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.26968	2.98185	5.2195	4.33647	-0.0461589	radar	0.921995	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.35669	2.71228	5.24414	4.34069	-0.0387477	lidar	1.41923	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.44499	2.46228	5.247	4.34426	-0.0292573	radar	0.16857	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.54716	2.2017	5.26922	4.3429	-0.0281818	lidar	0.823941	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.65864	1.96779	5.26536	4.31891	-0.0761319	radar	4.12485	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.7705	1.70118	5.29835	4.3159	-0.0736232	lidar	1.8829	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.89454	1.45443	5.315	4.29794	-0.100734	radar	0.838221	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.95668	1.21247	5.28845	4.30564	-0.0892468	lidar	4.53851	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05555	0.987838	5.2635	4.30216	-0.0857319	radar	0.936875	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11914	0.748257	5.23873	4.30934	-0.0753058	lidar	3.86334	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21005	0.464389	5.28464	4.31285	-0.072344	radar	5.33444	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28622	0.219956	5.27165	4.31711	-0.064714	lidar	1.43807	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.3966	-0.0169388	5.26412	4.31879	-0.0463632	radar	5.9232	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46921	-0.260187	5.2498	4.32471	-0.0381974	lidar	1.58973	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59131	-0.455657	5.20786	4.30385	-0.0646088	radar	4.06963	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72974	-0.649562	5.1735	4.28071	-0.0884472	lidar	3.12328	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84381	-0.876526	5.17785	4.2612	-0.123131	radar	5.44148	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93817	-1.13708	5.20042	4.26714	-0.108354	lidar	1.14303	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02602	-1.39896	5.22047	4.27495	-0.0932832	radar	2.63424	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16466	-1.60942	5.20491	4.25586	-0.110552	lidar	1.20937	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30695	-1.83955	5.23322	4.2257	-0.160956	radar	4.37699	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41195	-2.08505	5.24102	4.2269	-0.14988	lidar	0.441161	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5638	-2.29164	5.22655	4.20512	-0.165987	radar	3.11935	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71263	-2.50214	5.2179	4.18587	-0.179196	lidar	0.545624	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.8683	-2.71481	5.22002	4.16407	-0.197564	radar	1.22753	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96043	-2.9761	5.23984	4.17866	-0.167804	lidar	2.36915	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09002	-3.20095	5.23263	4.17441	-0.159222	radar	0.2018	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21519	-3.40187	5.20425	4.16339	-0.163891	lidar	1.41461	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36098	-3.64374	5.22935	4.15795	-0.159458	radar	4.4314	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52057	-3.79617	5.1704	4.12452	-0.191658	lidar	5.095	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66485	-4.00574	5.16967	4.11203	-0.197473	radar	0.492173	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81952	-4.22897	5.18421	4.1026	-0.196522	lidar	0.430185	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97038	-4.44614	5.18911	4.0943	-0.193854	radar	0.365533	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13159	-4.67756	5.21421	4.08715	-0.190163	lidar	1.18678	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.272	-4.88645	5.18472	4.08873	-0.16733	radar	2.59414	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40595	-5.10462	5.18293	4.08872	-0.157367	lidar	0.277766	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5527	-5.2831	5.13362	4.0797	-0.151595	radar	4.41754	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74475	-5.47894	5.14594	4.05607	-0.170513	lidar	1.63313	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90298	-5.67895	5.13628	4.04862	-0.166499	radar	0.453586	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06246	-5.8661	5.12394	4.03601	-0.171817	lidar	0.254454	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.20138	-6.0355	5.06643	4.03118	-0.161517	radar	7.13909	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3847	-6.14755	5.00681	3.99112	-0.200504	lidar	6.05088	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55792	-6.33279	5.00376	3.97945	-0.200779	radar	0.899882	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70182	-6.53558	5.00436	3.98271	-0.18499	lidar	0.385768	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.92034	-6.69514	5.02427	3.94658	-0.219575	radar	6.63732	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1254	-6.85435	5.02601	3.9194	-0.238709	lidar	0.607599	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3086	-7.01768	5.02408	3.90186	-0.246584	radar	1.12019	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5375	-7.18852	5.05346	3.87441	-0.263805	lidar	3.15888	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7416	-7.3326	5.04935	3.84822	-0.280009	radar	2.05977	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9862	-7.4859	5.07792	3.81503	-0.301916	lidar	3.29023	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1757	-7.62985	5.05359	3.79923	-0.302494	radar	1.38388	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3293	-7.78385	5.02034	3.79886	-0.286084	lidar	3.46293	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5256	-7.91428	4.99714	3.77842	-0.293421	radar	2.08033	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7103	-8.02019	4.95611	3.75435	-0.305682	lidar	3.75016	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9072	-8.13808	4.91234	3.73321	-0.312461	radar	2.53622	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1254	-8.22785	4.89338	3.69729	-0.33681	lidar	1.18177	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3473	-8.35323	4.9234	3.67665	-0.340477	radar	2.29255	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5542	-8.43305	4.89215	3.64482	-0.358787	lidar	2.46507	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7642	-8.5219	4.8526	3.61656	-0.372965	radar	2.31833	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0378	-8.60544	4.88711	3.57349	-0.40008	lidar	3.52266	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2818	-8.70409	4.91519	3.54897	-0.403217	radar	2.50542	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5059	-8.74956	4.8882	3.5096	-0.42655	lidar	2.39506	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7286	-8.79201	4.8404	3.46818	-0.455491	radar	4.38834	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9539	-8.89848	4.85031	3.45935	-0.438964	lidar	0.596281	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.198	-8.9885	4.89098	3.44645	-0.422208	radar	2.66335	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4201	-9.09575	4.89398	3.44292	-0.401909	lidar	0.521381	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6506	-9.16576	4.88521	3.42222	-0.404179	radar	0.25133	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9306	-9.1631	4.90621	3.36515	-0.445403	lidar	2.02027	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1845	-9.23673	4.9297	3.35074	-0.434503	radar	4.41023	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4435	-9.34781	4.96465	3.35321	-0.405336	lidar	5.1779	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6896	-9.37711	4.94651	3.31862	-0.427947	radar	1.90712	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9443	-9.45921	4.96708	3.31357	-0.408439	lidar	2.07891	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1969	-9.46857	4.95948	3.27553	-0.432478	radar	2.28826	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4486	-9.46248	4.95907	3.23736	-0.451228	lidar	0.549696	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6735	-9.45924	4.92487	3.20309	-0.470126	radar	5.27951	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9513	-9.44688	4.95518	3.16583	-0.484122	lidar	1.42673	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.201	-9.50595	4.97039	3.17013	-0.446437	radar	7.84109	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4596	-9.52351	4.98208	3.15282	-0.440256	lidar	0.50968	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.717	-9.51315	4.98404	3.12226	-0.453862	radar	1.6913	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9711	-9.48098	4.98945	3.08872	-0.465691	lidar	0.212932	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2172	-9.44229	4.97929	3.05093	-0.48822	radar	0.73789	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4284	-9.48181	4.93838	3.05555	-0.458119	lidar	2.37417	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.666	-9.46686	4.93518	3.04045	-0.445071	radar	1.68433	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9137	-9.45931	4.93626	3.02675	-0.435553	lidar	0.269281	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1456	-9.41923	4.92847	3.00412	-0.433206	radar	3.98919	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3874	-9.30476	4.93768	2.94941	-0.469276	lidar	2.96197	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6226	-9.22709	4.92859	2.90823	-0.496631	radar	1.17446	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8696	-9.10922	4.94856	2.85939	-0.52198	lidar	1.3102	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1054	-9.0097	4.95464	2.82227	-0.533128	radar	4.97405	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2975	-9.119	4.86221	2.87131	-0.456056	lidar	15.2614	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5371	-9.07304	4.86515	2.86004	-0.440424	radar	1.52921	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7569	-8.98129	4.85852	2.82839	-0.451246	lidar	0.733784	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9979	-8.89876	4.86895	2.80224	-0.457613	radar	2.32543	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1976	-8.8288	4.83546	2.78248	-0.455942	lidar	1.67074	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4308	-8.73786	4.84131	2.75534	-0.465131	radar	1.82698	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6298	-8.70781	4.79288	2.75488	-0.442908	lidar	2.51245	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8251	-8.5565	4.77776	2.69177	-0.507583	radar	6.83186	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0292	-8.48286	4.75438	2.67813	-0.496089	lidar	0.604444	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2391	-8.37025	4.75847	2.65646	-0.486354	radar	1.84954	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4654	-8.28078	4.76387	2.64361	-0.473802	lidar	1.02331	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6596	-8.15672	4.75167	2.61045	-0.490503	radar	1.12361	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8814	-7.9401	4.81762	2.55376	-0.521407	lidar	4.87534	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0728	-7.78813	4.81249	2.50716	-0.561392	radar	3.70023	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2936	-7.62313	4.85022	2.47698	-0.561506	lidar	1.94226	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4921	-7.48373	4.8557	2.46538	-0.530206	radar	1.63138	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6602	-7.33685	4.83442	2.43785	-0.532542	lidar	0.76816	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8496	-7.17856	4.84189	2.41637	-0.521916	radar	0.873773	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.017	-7.07445	4.79317	2.40701	-0.507494	lidar	2.36223	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1839	-6.89214	4.7976	2.36914	-0.526272	radar	1.94391	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
